task,topology,mas_prompt,sample_idx,gold,prediction,correct,label_mode,num_repeated_trajectories,num_correct_trajectories,matu_uncertainty
medqa,hierarchical,role,120,c,c,1,first,10,10,4.7102103002725535
medqa,hierarchical,role,121,d,d,1,first,10,9,4.6699204321333205
medqa,hierarchical,role,122,a,a,1,first,10,10,4.189321402659373
medqa,hierarchical,role,123,c,a,0,first,10,9,3.9432730935692395
medqa,hierarchical,role,124,a,a,1,first,10,9,4.08114837089601
medqa,hierarchical,role,125,c,d,0,first,10,7,4.705914145970579
medqa,hierarchical,role,126,a,a,1,first,10,10,4.8922777187171675
medqa,hierarchical,role,127,c,c,1,first,10,8,5.307122886212906
medqa,hierarchical,role,128,a,a,1,first,10,9,4.617072986195082
medqa,hierarchical,role,129,b,b,1,first,10,10,4.280919170765242
medqa,hierarchical,role,130,c,c,1,first,10,10,4.53134670610785
medqa,hierarchical,role,131,a,c,0,first,10,2,4.571327449658905
medqa,hierarchical,role,132,d,d,1,first,10,9,4.3539485177312285
medqa,hierarchical,role,133,a,a,1,first,10,8,3.181181677140614
medqa,hierarchical,role,134,b,b,1,first,10,10,3.258645099643403
medqa,hierarchical,role,135,c,b,0,first,10,2,3.9568164928695277
medqa,hierarchical,role,136,c,c,1,first,10,9,3.4523168002502924
medqa,hierarchical,role,137,b,a,0,first,10,0,3.4307569571246326
medqa,hierarchical,role,138,b,b,1,first,10,10,4.2313160168357875
medqa,hierarchical,role,139,a,a,1,first,10,10,3.6653457348250864
medqa,hierarchical,role,140,c,c,1,first,10,9,4.448421030749436
medqa,hierarchical,role,141,d,d,1,first,10,9,4.132015592485919
medqa,hierarchical,role,142,b,b,1,first,10,7,5.31313086580576
medqa,hierarchical,role,143,b,b,1,first,10,10,3.7189715993283294
medqa,hierarchical,role,144,a,c,0,first,10,0,4.809101721731068
medqa,hierarchical,role,145,c,c,1,first,10,10,4.081545840138897
medqa,hierarchical,role,146,c,c,1,first,10,10,4.636966685433539
medqa,hierarchical,role,147,b,c,0,first,10,7,4.187372370072128
medqa,hierarchical,role,148,d,d,1,first,10,10,4.091989684504839
medqa,hierarchical,role,149,a,a,1,first,10,10,4.1924880167962275
medqa,hierarchical,role,150,c,c,1,first,10,9,3.542905901618994
medqa,hierarchical,role,151,a,a,1,first,10,10,3.4610350005276014
medqa,hierarchical,role,152,c,c,1,first,10,9,4.8235924152375205
medqa,hierarchical,role,153,b,b,1,first,10,10,4.605220880059513
medqa,hierarchical,role,154,b,b,1,first,10,10,3.9653594896982303
medqa,hierarchical,role,155,a,a,1,first,10,10,4.38914976440849
medqa,hierarchical,role,156,b,b,1,first,10,7,4.467175850100247
medqa,hierarchical,role,157,b,b,1,first,10,9,5.243547211406871
medqa,hierarchical,role,158,c,c,1,first,10,10,4.677862660927436
medqa,hierarchical,role,159,d,b,0,first,10,0,3.9608479102585683
medqa,hierarchical,role,160,d,d,1,first,10,9,5.0686971464011155
medqa,hierarchical,role,161,d,d,1,first,10,10,4.169739215486598
medqa,hierarchical,role,162,d,d,1,first,10,10,4.389952378340916
medqa,hierarchical,role,163,c,c,1,first,10,10,3.481387160073327
medqa,hierarchical,role,164,c,c,1,first,10,10,4.818955549198408
medqa,hierarchical,role,165,c,c,1,first,10,9,4.369488256966099
medqa,hierarchical,role,166,a,a,1,first,10,10,4.239437115007792
medqa,hierarchical,role,167,b,b,1,first,10,8,4.643324084599369
medqa,hierarchical,role,168,c,c,1,first,10,10,4.73763886417
medqa,hierarchical,role,169,b,b,1,first,10,9,5.024287752567315
medqa,hierarchical,role,170,d,a,0,first,10,5,4.747091365407526
medqa,hierarchical,role,171,c,c,1,first,10,9,4.59376071222841
medqa,hierarchical,role,172,a,a,1,first,10,10,4.6049332143019175
medqa,hierarchical,role,173,c,c,1,first,10,10,4.276733035683523
medqa,hierarchical,role,174,c,c,1,first,10,10,4.4084794059892385
medqa,hierarchical,role,175,a,a,1,first,10,9,3.738655517794639
medqa,hierarchical,role,176,a,a,1,first,10,8,4.924494675038664
medqa,hierarchical,role,177,b,b,1,first,10,8,5.543578707103725
medqa,hierarchical,role,178,c,c,1,first,10,10,4.075217046704464
medqa,hierarchical,role,179,c,c,1,first,10,10,3.9789558939004874
medqa,hierarchical,role,180,d,d,1,first,10,9,5.022263744208466
medqa,hierarchical,role,181,a,a,1,first,10,9,4.148264109997735
medqa,hierarchical,role,182,d,d,1,first,10,7,3.2004100425824245
medqa,hierarchical,role,183,c,c,1,first,10,10,4.430070425176364
medqa,hierarchical,role,184,c,d,0,first,10,0,4.625097452289601
medqa,hierarchical,role,185,a,a,1,first,10,10,3.558076580883479
medqa,hierarchical,role,186,c,a,0,first,10,7,4.767847969987
medqa,hierarchical,role,187,b,b,1,first,10,8,4.3125882855942335
medqa,hierarchical,role,188,a,a,1,first,10,9,4.6216480255128305
medqa,hierarchical,role,189,d,d,1,first,10,10,4.105220758312339
medqa,hierarchical,role,190,a,a,1,first,10,9,3.8232024514414884
medqa,hierarchical,role,191,b,None,0,first,10,9,4.640400970666349
medqa,hierarchical,role,192,c,c,1,first,10,10,4.344086262648924
medqa,hierarchical,role,193,a,a,1,first,10,10,4.317038112765829
medqa,hierarchical,role,194,c,c,1,first,10,10,4.033680730916489
medqa,hierarchical,role,195,c,c,1,first,10,10,4.130834437900349
medqa,hierarchical,role,196,a,a,1,first,10,5,5.682911979442861
medqa,hierarchical,role,197,a,b,0,first,10,4,4.838641964386208
medqa,hierarchical,role,198,a,a,1,first,10,10,4.149536025558481
medqa,hierarchical,role,199,a,a,1,first,10,10,4.245586651191007
medqa,hierarchical,role,200,b,d,0,first,10,6,3.3439222301999583
medqa,hierarchical,role,201,a,a,1,first,10,9,4.051726334288235
medqa,hierarchical,role,202,a,a,1,first,10,10,4.749462637182968
medqa,hierarchical,role,203,b,b,1,first,10,9,4.2188042437599105
medqa,hierarchical,role,204,b,b,1,first,10,9,4.322713150426481
medqa,hierarchical,role,205,c,d,0,first,10,0,4.494189585413931
medqa,hierarchical,role,206,c,b,0,first,10,0,5.5639228573410975
medqa,hierarchical,role,207,d,b,0,first,10,0,4.734314187239129
medqa,hierarchical,role,208,c,c,1,first,10,10,4.4725380031540825
medqa,hierarchical,role,209,c,c,1,first,10,10,4.194818495085456
medqa,hierarchical,role,210,c,c,1,first,10,10,4.1199647354177875
medqa,hierarchical,role,211,a,c,0,first,10,0,4.659460217749521
medqa,hierarchical,role,212,d,d,1,first,10,9,4.673909646556173
medqa,hierarchical,role,213,c,c,1,first,10,10,4.334067080651706
medqa,hierarchical,role,214,b,d,0,first,10,9,3.962226759117074
medqa,hierarchical,role,215,a,a,1,first,10,10,4.323606775713517
medqa,hierarchical,role,216,d,c,0,first,10,4,5.263423978564106
medqa,hierarchical,role,217,a,a,1,first,10,5,4.784845870642101
medqa,hierarchical,role,218,b,b,1,first,10,10,4.022627268389756
medqa,hierarchical,role,219,d,d,1,first,10,9,5.039613464061077
medqa,hierarchical,role,220,a,d,0,first,10,5,5.2152003264815
medqa,hierarchical,role,221,b,c,0,first,10,1,4.746989957981283
medqa,hierarchical,role,222,c,c,1,first,10,10,3.4244280141027916
medqa,hierarchical,role,223,c,c,1,first,10,10,4.050007996464296
medqa,hierarchical,role,224,d,d,1,first,10,10,3.8663023348661585
medqa,hierarchical,role,225,c,c,1,first,10,9,4.629876280933703
medqa,hierarchical,role,226,a,a,1,first,10,9,3.836167586195759
medqa,hierarchical,role,227,a,b,0,first,10,5,4.6527827301072024
medqa,hierarchical,role,228,a,a,1,first,10,10,4.071527118140402
medqa,hierarchical,role,229,a,a,1,first,10,8,4.434764681891181
medqa,hierarchical,role,230,a,a,1,first,10,10,4.116325374023818
medqa,hierarchical,role,231,c,c,1,first,10,9,3.433099869688862
medqa,hierarchical,role,232,b,b,1,first,10,9,3.42434758713528
medqa,hierarchical,role,233,b,b,1,first,10,9,3.5512213800707206
medqa,hierarchical,role,234,d,d,1,first,10,10,4.173070594076116
medqa,hierarchical,role,235,d,a,0,first,10,0,4.623843328489543
medqa,hierarchical,role,236,a,a,1,first,10,10,3.8658674326545865
medqa,hierarchical,role,237,a,b,0,first,10,1,4.608264521332771
medqa,hierarchical,role,238,c,c,1,first,10,10,4.819842966708475
medqa,hierarchical,role,239,c,c,1,first,10,10,4.384635530946124
medqa,hierarchical,role,240,a,a,1,first,10,9,4.134650045611269
medqa,hierarchical,role,241,c,c,1,first,10,10,4.737592481262885
medqa,hierarchical,role,242,b,b,1,first,10,10,3.281496473583769
medqa,hierarchical,role,243,c,c,1,first,10,10,4.961369626312789
medqa,hierarchical,role,244,c,c,1,first,10,10,4.108540371601601
medqa,hierarchical,role,245,a,a,1,first,10,6,5.533608362601923
medqa,hierarchical,role,246,d,d,1,first,10,10,4.667328035342066
medqa,hierarchical,role,247,c,b,0,first,10,3,4.249485634585595
medqa,hierarchical,role,248,c,c,1,first,10,9,4.42651964612057
medqa,hierarchical,role,249,a,a,1,first,10,10,5.210851704276626
medqa,hierarchical,role,250,d,a,0,first,10,5,5.0742347581662095
medqa,hierarchical,role,251,b,a,0,first,10,2,4.310570536424084
medqa,hierarchical,role,252,d,d,1,first,10,10,4.3143835324990825
medqa,hierarchical,role,253,c,c,1,first,10,3,4.217802563800851
medqa,hierarchical,role,254,d,d,1,first,10,9,3.982553244877878
medqa,hierarchical,role,255,c,c,1,first,10,5,4.673917701658417
medqa,hierarchical,role,256,c,c,1,first,10,9,4.603314548776257
medqa,hierarchical,role,257,c,c,1,first,10,9,4.101275590237314
medqa,hierarchical,role,258,c,c,1,first,10,8,5.255271340309455
medqa,hierarchical,role,259,b,b,1,first,10,10,4.696625224823308
medqa,hierarchical,role,260,c,d,0,first,10,1,4.626577327415163
medqa,hierarchical,role,261,b,b,1,first,10,10,4.2961775600158765
medqa,hierarchical,role,262,a,b,0,first,10,2,5.122595461605515
medqa,hierarchical,role,263,d,b,0,first,10,1,5.004965617000074
medqa,hierarchical,role,264,b,d,0,first,10,0,4.116345987161545
medqa,hierarchical,role,265,d,d,1,first,10,6,5.307347849343935
medqa,hierarchical,role,266,a,a,1,first,10,10,3.384076627060439
medqa,hierarchical,role,267,a,a,1,first,10,9,4.412299708746804
medqa,hierarchical,role,268,c,c,1,first,10,10,4.028590578856041
medqa,hierarchical,role,269,d,d,1,first,10,7,4.773591454258291
medqa,hierarchical,role,270,a,a,1,first,10,9,3.6395205586996333
medqa,hierarchical,role,271,c,b,0,first,10,2,5.283463139217978
medqa,hierarchical,role,272,b,b,1,first,10,9,4.060291646000312
medqa,hierarchical,role,273,a,a,1,first,10,9,3.2322640553589665
medqa,hierarchical,role,274,b,b,1,first,10,10,4.659697188199514
medqa,hierarchical,role,275,b,a,0,first,10,7,4.87516172736591
medqa,hierarchical,role,276,c,c,1,first,10,10,4.02745780907481
medqa,hierarchical,role,277,b,None,0,first,10,9,3.9573379553259045
medqa,hierarchical,role,278,d,a,0,first,10,2,2.7768619620310675
medqa,hierarchical,role,279,a,d,0,first,10,7,5.107689759606727
medqa,hierarchical,role,280,a,c,0,first,10,8,4.606831771366515
medqa,hierarchical,role,281,a,a,1,first,10,10,3.8945011576092794
medqa,hierarchical,role,282,b,b,1,first,10,10,4.835694659287008
medqa,hierarchical,role,283,c,c,1,first,10,10,4.046065147145891
medqa,hierarchical,role,284,b,c,0,first,10,0,4.712932822535223
medqa,hierarchical,role,285,d,d,1,first,10,10,4.230146383616965
medqa,hierarchical,role,286,a,a,1,first,10,5,5.044221809473059
medqa,hierarchical,role,287,a,b,0,first,10,3,5.6358203434309235
medqa,hierarchical,role,288,c,c,1,first,10,9,2.559143893293534
medqa,hierarchical,role,289,b,b,1,first,10,9,3.9387507053595083
medqa,hierarchical,role,290,c,c,1,first,10,10,3.5520876323687887
medqa,hierarchical,role,291,a,a,1,first,10,9,4.3695882027214745
medqa,hierarchical,role,292,a,a,1,first,10,8,4.472775930200723
medqa,hierarchical,role,293,c,c,1,first,10,10,4.030552392387036
medqa,hierarchical,role,294,a,a,1,first,10,10,3.3815030817699827
medqa,hierarchical,role,295,c,c,1,first,10,10,4.601455369517957
medqa,hierarchical,role,296,b,b,1,first,10,10,4.609365124790216
medqa,hierarchical,role,297,a,a,1,first,10,10,4.238053299447326
medqa,hierarchical,role,298,c,c,1,first,10,10,3.8523979661350314
medqa,hierarchical,role,299,d,d,1,first,10,9,4.331486212317688
